episode_id,seat,team,opponent,reward,opponent_reward,outcome,margin,shops,first_diff_step,first_diff_components,diff_turns,diff_market_turns,diff_farmer_turns,diff_hand_turns,action_hash_24,action_hash_100,action_hash_200,action_hash_400,action_hash_719,unit_counts,sell_counts,buy_counts,hires,land_buys,final_assets,final_shed
92932148,0,道海孤舟,IsaacJinyu,71343.0,110854.0,L,-39511.0,"[""YARN_STORE"",""PIZZA_SHOP"",""ICE_CREAM_SHOP"",""SMOOTHIE_SHOP"",""FARMERS_MARKET"",""ICE_CREAM_SHOP"",""PET_CAFE"",""YARN_STORE""]",0,market,719,430,636,689,fccadba09c450296,77a82109fb845155,fe85c365687d5d47,289f9d05007fe489,d90094876977c92c,"{""BUILD_PASTURE"":13,""CARE"":546,""COLLECT_FERTILIZER"":437,""DIG"":16,""DROP"":259,""EAST"":750,""FEED"":330,""HARVEST"":187,""NORTH"":589,""PASS"":1573,""PICKUP"":284,""PLACE"":17,""PLANT"":24,""SOUTH"":406,""WATER"":287,""WEST"":811}","{""CARROT"":8,""FERTILIZER"":238,""MELON"":30,""MILK"":153,""STRAWBERRY"":28,""TOMATO"":4,""WHEAT"":1134,""WOOL"":116}","{""BUY_ANIMAL:COW"":7,""BUY_ANIMAL:SHEEP"":5,""BUY_PRODUCT:WHEAT"":1365,""BUY_SEED:CARROT"":4,""BUY_SEED:MELON"":6,""BUY_SEED:STRAWBERRY"":7,""BUY_SEED:TOMATO"":1,""BUY_SEED:WHEAT"":6}",253,2,"{""COW"":7,""SHEEP"":5}","{""WHEAT"":10}"
92932148,1,IsaacJinyu,道海孤舟,110854.0,71343.0,W,39511.0,"[""YARN_STORE"",""PIZZA_SHOP"",""ICE_CREAM_SHOP"",""SMOOTHIE_SHOP"",""FARMERS_MARKET"",""ICE_CREAM_SHOP"",""PET_CAFE"",""YARN_STORE""]",0,"market,farmer",719,465,656,689,219ffd1a94a52dc4,51b48e79a5928bc4,2f1e4d812e71cd25,0aeb01dcb1da4b06,2443591a3b385227,"{""BUILD_COOP"":3,""BUILD_PASTURE"":12,""CARE"":311,""COLLECT_FERTILIZER"":163,""DIG"":28,""DROP"":20,""EAST"":716,""FEED"":310,""HARVEST"":425,""NORTH"":1112,""PASS"":1047,""PICKUP"":77,""PLACE"":47,""PLANT"":268,""SOUTH"":994,""WATER"":1249,""WEST"":1018}","{""EGG"":306,""FERTILIZER"":163,""MELON"":120,""MILK"":1004,""STRAWBERRY"":75,""WHEAT"":2066}","{""BUY_ANIMAL:COW"":12,""BUY_ANIMAL:GOOSE"":3,""BUY_PRODUCT:WHEAT"":646,""BUY_SEED:MELON"":22,""BUY_SEED:STRAWBERRY"":18,""BUY_SEED:WHEAT"":232}",314,2,"{""COW"":12,""GOOSE"":3,""STRAWBERRY"":3}",{}
92961363,0,道海孤舟,道海孤舟,57462.0,57558.0,L,-96.0,"[""PET_CAFE"",""PET_CAFE"",""SMOOTHIE_SHOP"",""YARN_STORE"",""YARN_STORE"",""BRUNCH_SPOT"",""FARMERS_MARKET"",""PET_CAFE""]",174,hands,23,13,0,10,4750084d0f71023d,e005a8abbb639144,5b91c8b39b99b18b,5c3300280f8512d1,af56970453285d06,"{""BUILD_PASTURE"":13,""CARE"":285,""COLLECT_FERTILIZER"":296,""DIG"":41,""DROP"":57,""EAST"":634,""FEED"":290,""FERTILIZE"":72,""HARVEST"":390,""NORTH"":838,""PASS"":994,""PICKUP"":135,""PLACE"":13,""PLANT"":198,""SOUTH"":553,""WATER"":1010,""WEST"":811}","{""FERTILIZER"":235,""MELON"":114,""MILK"":241,""STRAWBERRY"":286,""WHEAT"":455,""WOOL"":132}","{""BUY_ANIMAL:COW"":9,""BUY_ANIMAL:SHEEP"":4,""BUY_PRODUCT:WHEAT"":212,""BUY_SEED:MELON"":19,""BUY_SEED:STRAWBERRY"":37,""BUY_SEED:WHEAT"":148}",262,2,"{""COW"":9,""SHEEP"":4,""WHEAT"":1}",{}
92961363,1,道海孤舟,道海孤舟,57558.0,57462.0,W,96.0,"[""PET_CAFE"",""PET_CAFE"",""SMOOTHIE_SHOP"",""YARN_STORE"",""YARN_STORE"",""BRUNCH_SPOT"",""FARMERS_MARKET"",""PET_CAFE""]",77,hands,22,13,0,9,4750084d0f71023d,3a8b0c87bb88a3b8,1d73d663de18069d,4d538247a498108b,3ab88873e84bad8b,"{""BUILD_PASTURE"":13,""CARE"":285,""COLLECT_FERTILIZER"":296,""DIG"":41,""DROP"":57,""EAST"":634,""FEED"":290,""FERTILIZE"":72,""HARVEST"":390,""NORTH"":837,""PASS"":994,""PICKUP"":135,""PLACE"":13,""PLANT"":199,""SOUTH"":553,""WATER"":1010,""WEST"":811}","{""FERTILIZER"":235,""MELON"":114,""MILK"":241,""STRAWBERRY"":286,""WHEAT"":455,""WOOL"":132}","{""BUY_ANIMAL:COW"":9,""BUY_ANIMAL:SHEEP"":4,""BUY_PRODUCT:WHEAT"":212,""BUY_SEED:MELON"":19,""BUY_SEED:STRAWBERRY"":37,""BUY_SEED:WHEAT"":148}",262,2,"{""COW"":9,""SHEEP"":4,""WHEAT"":1}",{}
92962819,0,JoJa,道海孤舟,23513.0,132592.0,L,-109079.0,"[""PET_CAFE"",""SMOOTHIE_SHOP"",""YARN_STORE"",""ICE_CREAM_SHOP"",""YARN_STORE"",""BRUNCH_SPOT"",""ICE_CREAM_SHOP"",""YARN_STORE""]",0,market,719,504,610,689,caf0b7361c00fc7b,5c003d442dda6891,30238de8177e9d81,b52e4cd705a664c0,3dccf11cffb76544,"{""BUILD_PASTURE"":14,""CARE"":256,""COLLECT_FERTILIZER"":280,""DIG"":11,""EAST"":628,""FEED"":275,""HARVEST"":160,""NORTH"":1335,""PASS"":1711,""PICKUP"":329,""PLACE"":14,""PLANT"":91,""SOUTH"":992,""WATER"":272,""WEST"":981}","{""CARROT"":20,""FERTILIZER"":260,""MELON"":58,""MILK"":214,""STRAWBERRY"":4,""WHEAT"":1345,""WOOL"":39}","{""BUY_ANIMAL:COW"":10,""BUY_ANIMAL:SHEEP"":4,""BUY_PRODUCT:WHEAT"":1527,""BUY_SEED:CARROT"":51,""BUY_SEED:MELON"":17,""BUY_SEED:STRAWBERRY"":1,""BUY_SEED:WHEAT"":38}",290,3,"{""CARROT"":18,""COW"":10,""SHEEP"":4}","{""WHEAT"":20}"
92962819,1,道海孤舟,JoJa,132592.0,23513.0,W,109079.0,"[""PET_CAFE"",""SMOOTHIE_SHOP"",""YARN_STORE"",""ICE_CREAM_SHOP"",""YARN_STORE"",""BRUNCH_SPOT"",""ICE_CREAM_SHOP"",""YARN_STORE""]",311,market,12,12,0,0,4750084d0f71023d,e005a8abbb639144,8288584f2403fe50,1966788d0b6f0ae9,467a5f9505812097,"{""BUILD_PASTURE"":13,""CARE"":285,""COLLECT_FERTILIZER"":296,""DIG"":40,""DROP"":57,""EAST"":634,""FEED"":290,""FERTILIZE"":72,""HARVEST"":390,""NORTH"":838,""PASS"":994,""PICKUP"":135,""PLACE"":13,""PLANT"":199,""SOUTH"":553,""WATER"":1010,""WEST"":811}","{""FERTILIZER"":235,""MELON"":114,""MILK"":241,""STRAWBERRY"":286,""WHEAT"":455,""WOOL"":132}","{""BUY_ANIMAL:COW"":9,""BUY_ANIMAL:SHEEP"":4,""BUY_PRODUCT:WHEAT"":212,""BUY_SEED:MELON"":19,""BUY_SEED:STRAWBERRY"":37,""BUY_SEED:WHEAT"":148}",262,2,"{""COW"":9,""SHEEP"":4,""WHEAT"":1}",{}
92963734,0,道海孤舟,aldoktvns,119047.0,60041.0,W,59006.0,"[""ICE_CREAM_SHOP"",""BRUNCH_SPOT"",""PIZZA_SHOP"",""PIZZA_SHOP"",""FARMERS_MARKET"",""FARMERS_MARKET"",""PIZZA_SHOP"",""PET_CAFE""]",216,market,11,11,0,0,4750084d0f71023d,e005a8abbb639144,8288584f2403fe50,8ec6dcb31c6c8cb9,46a29239f1e106ce,"{""BUILD_PASTURE"":13,""CARE"":285,""COLLECT_FERTILIZER"":296,""DIG"":40,""DROP"":57,""EAST"":634,""FEED"":290,""FERTILIZE"":72,""HARVEST"":390,""NORTH"":838,""PASS"":994,""PICKUP"":135,""PLACE"":13,""PLANT"":199,""SOUTH"":553,""WATER"":1010,""WEST"":811}","{""FERTILIZER"":235,""MELON"":114,""MILK"":241,""STRAWBERRY"":286,""WHEAT"":455,""WOOL"":132}","{""BUY_ANIMAL:COW"":9,""BUY_ANIMAL:SHEEP"":4,""BUY_PRODUCT:WHEAT"":212,""BUY_SEED:MELON"":19,""BUY_SEED:STRAWBERRY"":37,""BUY_SEED:WHEAT"":148}",262,2,"{""COW"":9,""SHEEP"":4,""WHEAT"":1}",{}
92963734,1,aldoktvns,道海孤舟,60041.0,119047.0,L,-59006.0,"[""ICE_CREAM_SHOP"",""BRUNCH_SPOT"",""PIZZA_SHOP"",""PIZZA_SHOP"",""FARMERS_MARKET"",""FARMERS_MARKET"",""PIZZA_SHOP"",""PET_CAFE""]",0,market,719,372,643,687,e0399686a5437cc1,7e926f9ded02fce2,b2737f4e111c0aab,7796341cb5e125d1,7359826d0ea6fc23,"{""BUILD_COOP"":3,""BUILD_PASTURE"":23,""CARE"":374,""COLLECT_FERTILIZER"":170,""DIG"":51,""DROP"":33,""EAST"":917,""FEED"":355,""HARVEST"":242,""NORTH"":878,""PASS"":341,""PICKUP"":116,""PLACE"":53,""PLANT"":209,""SOUTH"":778,""WATER"":600,""WEST"":998}","{""CARROT"":46,""FERTILIZER"":170,""MELON"":120,""MILK"":371,""STRAWBERRY"":32,""WHEAT"":380,""WOOL"":30}","{""BUY_ANIMAL:COW"":22,""BUY_ANIMAL:GOOSE"":3,""BUY_ANIMAL:SHEEP"":5,""BUY_PRODUCT:WHEAT"":506,""BUY_SEED:CARROT"":24,""BUY_SEED:MELON"":53,""BUY_SEED:STRAWBERRY"":32,""BUY_SEED:WHEAT"":149}",240,3,"{""COW"":7}","{""GOOSE"":3,""WHEAT"":8}"
92964659,0,Yavuz.YILMAZ,道海孤舟,74800.0,95380.0,L,-20580.0,"[""PET_CAFE"",""YARN_STORE"",""ICE_CREAM_SHOP"",""PET_CAFE"",""FARMERS_MARKET"",""YARN_STORE"",""ICE_CREAM_SHOP"",""SMOOTHIE_SHOP""]",0,"market,farmer",719,350,607,689,f7d7812e63639af7,b6cb6f412155c267,321383d8732f7d2e,b05439e34163d575,5e12d821420756df,"{""BUILD_COOP"":11,""BUILD_PASTURE"":34,""CARE"":395,""COLLECT_FERTILIZER"":331,""DIG"":23,""DROP"":42,""EAST"":1023,""FEED"":406,""FERTILIZE"":88,""HARVEST"":336,""NORTH"":1153,""PASS"":1188,""PICKUP"":153,""PLACE"":28,""PLANT"":190,""SOUTH"":838,""WATER"":852,""WEST"":1312}","{""FERTILIZER"":235,""MELON"":120,""MILK"":73,""STRAWBERRY"":74,""WHEAT"":51,""WOOL"":342}","{""BUY_ANIMAL:COW"":3,""BUY_ANIMAL:SHEEP"":25,""BUY_PRODUCT:WHEAT"":109,""BUY_SEED:MELON"":24,""BUY_SEED:STRAWBERRY"":29,""BUY_SEED:WHEAT"":142}",338,3,"{""COW"":3,""SHEEP"":25,""STRAWBERRY"":4,""WHEAT"":18}",{}
92964659,1,道海孤舟,Yavuz.YILMAZ,95380.0,74800.0,W,20580.0,"[""PET_CAFE"",""YARN_STORE"",""ICE_CREAM_SHOP"",""PET_CAFE"",""FARMERS_MARKET"",""YARN_STORE"",""ICE_CREAM_SHOP"",""SMOOTHIE_SHOP""]",311,market,15,15,0,0,4750084d0f71023d,e005a8abbb639144,8288584f2403fe50,c73d913301f69f79,cf8ba7981ae38ff1,"{""BUILD_PASTURE"":13,""CARE"":285,""COLLECT_FERTILIZER"":296,""DIG"":40,""DROP"":57,""EAST"":634,""FEED"":290,""FERTILIZE"":72,""HARVEST"":390,""NORTH"":838,""PASS"":994,""PICKUP"":135,""PLACE"":13,""PLANT"":199,""SOUTH"":553,""WATER"":1010,""WEST"":811}","{""FERTILIZER"":235,""MELON"":114,""MILK"":241,""STRAWBERRY"":286,""WHEAT"":455,""WOOL"":132}","{""BUY_ANIMAL:COW"":9,""BUY_ANIMAL:SHEEP"":4,""BUY_PRODUCT:WHEAT"":212,""BUY_SEED:MELON"":19,""BUY_SEED:STRAWBERRY"":37,""BUY_SEED:WHEAT"":148}",262,2,"{""COW"":9,""SHEEP"":4,""WHEAT"":1}",{}
92965591,0,道海孤舟,ayutin tin,68820.0,29772.0,W,39048.0,"[""BAKERY"",""BRUNCH_SPOT"",""PET_CAFE"",""ICE_CREAM_SHOP"",""PIZZA_SHOP"",""PET_CAFE"",""YARN_STORE"",""BRUNCH_SPOT""]",128,farmer,22,11,8,3,4750084d0f71023d,e005a8abbb639144,8ec9c9852b7fab53,6cef86ec7222ae57,1ddd9c9c60831339,"{""BUILD_PASTURE"":13,""CARE"":285,""COLLECT_FERTILIZER"":296,""DIG"":42,""DROP"":57,""EAST"":634,""FEED"":290,""FERTILIZE"":72,""HARVEST"":390,""NORTH"":838,""PASS"":992,""PICKUP"":135,""PLACE"":13,""PLANT"":199,""SOUTH"":553,""WATER"":1010,""WEST"":811}","{""FERTILIZER"":235,""MELON"":114,""MILK"":241,""STRAWBERRY"":286,""WHEAT"":455,""WOOL"":132}","{""BUY_ANIMAL:COW"":9,""BUY_ANIMAL:SHEEP"":4,""BUY_PRODUCT:WHEAT"":212,""BUY_SEED:MELON"":19,""BUY_SEED:STRAWBERRY"":37,""BUY_SEED:WHEAT"":148}",262,2,"{""COW"":9,""SHEEP"":4,""WHEAT"":1}",{}
